loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-10484,BR-21400,PERSONAL,2021-04-28,2036-04-28,100000,75000,9.38,180,PB,HOME_IMPROVEMENT,C,10+,VERY_HIGH,CURRENT,0,ServicerC,2026-01-25,2026-02-27,PENDING,MANUAL_UPLOAD
LN-10485,BR-21053,HOME,2022-05-22,2027-05-22,100000,29000,10.42,60,TS,HOME_IMPROVEMENT,D,<1,LOW,CURRENT,0,ServicerA,2025-10-22,2026-05-03,MISSING,ORIGINATION_SYSTEM
LN-10486,BR-20458,EDUCATION,2024-03-09,2027-03-09,150000,115500,16.8,36,WB,VEHICLE,E,<1,VERY_HIGH,30+ DPD,15,ServicerB,2026-07-20,2026-06-18,AVAILABLE,SERVICING_SYSTEM
LN-10487,BR-23480,AUTO,2025-01-17,2055-01-17,500000,385000,9.78,360,WB,DEBT_CONSOLIDATION,C,4-6,LOW,CURRENT,0,ServicerB,2025-08-26,2026-03-15,MISSING,SERVICING_SYSTEM
LN-10488,BR-22537,PERSONAL,2023-06-01,2043-06-01,150000,90000,16.54,240,DL,EDUCATION,C,7-10,HIGH,CURRENT,0,ServicerC,2026-08-19,2026-05-07,MISSING,SERVICING_SYSTEM
LN-10489,BR-23054,PERSONAL,2020-05-12,2030-05-12,500000,475000,17.3,120,TN,VEHICLE,C,10+,MEDIUM,60+ DPD,60,ServicerB,2025-07-03,2026-02-22,PENDING,ORIGINATION_SYSTEM
LN-10490,BR-20544,EDUCATION,2018-10-14,2025-10-14,200000,88000,13.42,84,RJ,VEHICLE,C,10+,VERY_HIGH,60+ DPD,45,ServicerA,2025-04-02,2026-04-15,AVAILABLE,SERVICING_SYSTEM
LN-10491,BR-22986,HOME,2018-07-16,2020-07-16,200000,170000,10.39,24,KA,HOME_IMPROVEMENT,B,<1,VERY_HIGH,90+ DPD,90,ServicerC,2025-08-19,2026-07-23,PENDING,ORIGINATION_SYSTEM
LN-10492,BR-21848,HOME,2021-04-25,2023-04-25,300000,90000,15.49,24,TN,EDUCATION,A,<1,VERY_HIGH,90+ DPD,120,ServicerB,2025-06-10,2026-04-04,MISSING,MANUAL_UPLOAD
LN-10493,BR-23032,PERSONAL,2020-01-24,2025-01-24,750000,592500,9.1,60,PB,WORKING_CAPITAL,A,<1,HIGH,60+ DPD,45,ServicerB,2026-07-02,2026-07-31,AVAILABLE,SERVICING_SYSTEM
LN-10494,BR-21692,AUTO,2021-10-19,2022-10-19,300000,231000,8.93,12,WB,HOME_IMPROVEMENT,B,<1,MEDIUM,30+ DPD,30,ServicerB,2025-03-14,2026-08-08,MISSING,MANUAL_UPLOAD
LN-10495,BR-21590,BUSINESS,2024-10-12,2026-10-12,300000,276000,14.98,24,UP,VEHICLE,C,7-10,VERY_HIGH,CURRENT,0,ServicerA,2025-10-11,2026-07-22,AVAILABLE,SERVICING_SYSTEM
LN-10496,BR-22189,AUTO,2022-04-01,2042-04-01,250000,130000,6.35,240,PB,DEBT_CONSOLIDATION,D,10+,HIGH,60+ DPD,60,ServicerB,2025-08-12,2026-04-29,MISSING,SERVICING_SYSTEM
LN-10497,BR-21097,HOME,2022-12-09,2037-12-09,300000,15000,6.17,180,HR,HOME_IMPROVEMENT,B,<1,VERY_HIGH,90+ DPD,90,ServicerC,2026-01-31,2026-07-04,AVAILABLE,MANUAL_UPLOAD
LN-10498,BR-23624,HOME,2022-06-01,2029-06-01,300000,198000,7.46,84,PB,DEBT_CONSOLIDATION,C,1-3,LOW,CURRENT,0,ServicerA,2026-07-02,2026-05-02,PENDING,SERVICING_SYSTEM
LN-10499,BR-20775,EDUCATION,2025-02-24,2028-02-24,1000000,500000,17.92,36,MH,EDUCATION,B,1-3,HIGH,CURRENT,0,ServicerB,2025-01-22,2026-03-06,AVAILABLE,MANUAL_UPLOAD
LN-10500,BR-23273,AUTO,2019-03-25,2034-03-25,500000,125000,75,180,TS,EDUCATION,A,10+,LOW,30+ DPD,30,ServicerA,2025-08-14,2026-07-02,MISSING,SERVICING_SYSTEM
LN-10501,BR-22479,PERSONAL,2025-01-25,2040-01-25,50000,30500,75,180,PB,HOME_IMPROVEMENT,A,7-10,LOW,60+ DPD,60,ServicerB,2026-05-15,2026-04-02,PENDING,MANUAL_UPLOAD
LN-10502,BR-22289,BUSINESS,2023-05-09,2043-05-09,200000,180000,75,240,DL,EDUCATION,D,<1,HIGH,30+ DPD,30,ServicerB,2025-03-12,2026-06-10,MISSING,MANUAL_UPLOAD
LN-10503,BR-22552,BUSINESS,2024-03-11,2030-03-11,75000,6750,75,72,KA,WORKING_CAPITAL,A,10+,MEDIUM,90+ DPD,90,ServicerA,2026-06-25,2026-03-18,PENDING,ORIGINATION_SYSTEM
LN-10504,BR-21343,AUTO,2021-06-22,2041-06-22,200000,170000,75,240,RJ,WORKING_CAPITAL,C,<1,MEDIUM,60+ DPD,60,ServicerA,2025-06-20,2026-05-29,MISSING,SERVICING_SYSTEM
LN-10505,BR-21353,BUSINESS,2025-03-18,2028-03-18,50000,10500,11.25,36,WB,VEHICLE,E,7-10,VERY_HIGH,60+ DPD,60,ServicerB,2025-06-10,2026-02-14,AVAILABLE,MANUAL_UPLOAD
LN-10506,BR-20394,BUSINESS,2020-04-29,2050-04-29,750000,547500,10.5,360,MH,DEBT_CONSOLIDATION,B,7-10,VERY_HIGH,90+ DPD,90,ServicerA,2025-05-06,2026-04-22,PENDING,ORIGINATION_SYSTEM
LN-10507,BR-20135,AUTO,2019-05-13,2023-05-13,150000,58500,14.03,48,MH,VEHICLE,E,10+,HIGH,30+ DPD,15,ServicerA,2026-06-10,2026-04-07,PENDING,MANUAL_UPLOAD
LN-10508,BR-23798,HOME,2022-01-18,2028-01-18,1000000,250000,10.67,72,PB,DEBT_CONSOLIDATION,D,10+,LOW,CURRENT,0,ServicerB,2025-01-01,2026-06-09,PENDING,MANUAL_UPLOAD
LN-10509,BR-21767,AUTO,2025-06-24,2030-06-24,1000000,730000,11.47,60,MP,EDUCATION,D,<1,LOW,CURRENT,0,ServicerA,2025-10-06,2026-07-19,MISSING,MANUAL_UPLOAD
LN-10510,BR-22356,PERSONAL,2019-09-20,2025-09-20,100000,86000,14.16,72,TS,DEBT_CONSOLIDATION,C,<1,VERY_HIGH,30+ DPD,30,ServicerB,2026-05-24,2026-04-03,MISSING,SERVICING_SYSTEM
LN-10511,BR-20113,PERSONAL,2024-07-31,2039-07-31,250000,30000,5.91,180,MP,WORKING_CAPITAL,A,10+,MEDIUM,CURRENT,0,ServicerC,2025-04-25,2026-04-23,AVAILABLE,ORIGINATION_SYSTEM
LN-10512,BR-21931,PERSONAL,2022-11-10,2052-11-10,200000,128000,10.59,360,HR,EDUCATION,B,1-3,VERY_HIGH,60+ DPD,45,ServicerC,2025-11-03,2026-06-11,MISSING,SERVICING_SYSTEM
LN-10513,BR-23499,EDUCATION,2021-07-22,2023-07-22,75000,57750,11.03,24,DL,EDUCATION,A,10+,HIGH,60+ DPD,45,ServicerB,2025-12-16,2026-04-06,MISSING,ORIGINATION_SYSTEM
LN-10514,BR-20741,AUTO,2021-12-17,2031-12-17,200000,112000,16.37,120,PB,VEHICLE,E,10+,VERY_HIGH,CURRENT,0,ServicerC,2025-11-23,2026-04-04,AVAILABLE,MANUAL_UPLOAD
LN-10515,BR-20820,EDUCATION,2020-09-10,2040-09-10,500000,320000,11.18,240,PB,WORKING_CAPITAL,D,10+,HIGH,CURRENT,0,ServicerC,2025-01-27,2026-08-13,AVAILABLE,SERVICING_SYSTEM
LN-10516,BR-20335,HOME,2022-10-30,2029-10-30,500000,195000,13.13,84,KA,VEHICLE,A,7-10,VERY_HIGH,CURRENT,0,ServicerA,2025-10-04,2026-05-30,AVAILABLE,MANUAL_UPLOAD
LN-10517,BR-22931,PERSONAL,2023-12-12,2053-12-12,300000,261000,9.68,360,DL,HOME_IMPROVEMENT,A,1-3,MEDIUM,CURRENT,0,ServicerB,2025-11-04,2026-04-24,PENDING,SERVICING_SYSTEM
LN-10518,BR-20326,PERSONAL,2019-01-25,2034-01-25,250000,222500,9.34,180,RJ,DEBT_CONSOLIDATION,B,10+,VERY_HIGH,CURRENT,0,ServicerC,2025-10-07,2026-07-24,AVAILABLE,ORIGINATION_SYSTEM
LN-10519,BR-23489,EDUCATION,2018-11-15,2028-11-15,50000,24000,13.13,120,GJ,HOME_IMPROVEMENT,C,1-3,VERY_HIGH,CURRENT,0,ServicerB,2026-02-22,2026-03-17,AVAILABLE,SERVICING_SYSTEM
LN-10520,BR-21443,BUSINESS,2021-01-21,2024-01-21,50000,17000,5.81,36,TS,VEHICLE,A,10+,MEDIUM,60+ DPD,60,ServicerB,2026-05-03,2026-06-15,AVAILABLE,ORIGINATION_SYSTEM
LN-10521,BR-23781,EDUCATION,2025-01-21,2026-01-21,1000000,220000,17.16,12,TN,DEBT_CONSOLIDATION,B,4-6,MEDIUM,CURRENT,0,ServicerA,2025-05-09,2026-05-10,PENDING,SERVICING_SYSTEM
LN-10522,BR-21313,PERSONAL,2025-03-06,2029-03-06,50000,41500,16.45,48,BR,VEHICLE,E,4-6,VERY_HIGH,60+ DPD,45,ServicerA,2025-11-29,2026-06-20,AVAILABLE,SERVICING_SYSTEM
LN-10523,BR-20328,HOME,2020-11-18,2027-11-18,100000,63000,9.64,84,MP,EDUCATION,B,7-10,HIGH,CURRENT,0,ServicerB,2026-06-15,2026-08-04,MISSING,SERVICING_SYSTEM
LN-10524,BR-20709,AUTO,2025-01-03,2031-01-03,100000,64000,9.84,72,UP,HOME_IMPROVEMENT,D,10+,LOW,30+ DPD,15,ServicerB,2025-11-11,2026-03-13,MISSING,MANUAL_UPLOAD
LN-10525,BR-23095,HOME,2018-06-13,2024-06-13,1000000,750000,6.48,72,WB,EDUCATION,E,10+,MEDIUM,CURRENT,0,ServicerB,2025-02-19,2026-07-03,PENDING,MANUAL_UPLOAD
LN-10526,BR-22135,AUTO,2024-12-19,2030-12-19,50000,41000,14.96,72,RJ,DEBT_CONSOLIDATION,E,10+,HIGH,60+ DPD,60,ServicerC,2025-03-07,2026-04-24,PENDING,MANUAL_UPLOAD
LN-10527,BR-22135,EDUCATION,2020-09-07,2023-09-07,150000,85500,16.47,36,TN,HOME_IMPROVEMENT,C,10+,MEDIUM,30+ DPD,15,ServicerC,2025-04-16,2026-03-18,PENDING,MANUAL_UPLOAD
LN-10528,BR-22671,BUSINESS,2018-10-08,2038-10-08,200000,44000,12.85,240,MP,VEHICLE,C,1-3,VERY_HIGH,CURRENT,0,ServicerC,2026-05-21,2026-04-12,MISSING,SERVICING_SYSTEM
LN-10529,BR-20378,HOME,2025-03-23,2055-03-23,500000,125000,12.31,360,MH,VEHICLE,E,10+,MEDIUM,30+ DPD,15,ServicerA,2025-09-30,2026-08-18,MISSING,SERVICING_SYSTEM
LN-10530,BR-22424,BUSINESS,2025-06-10,2055-06-10,200000,58000,6.52,360,KL,DEBT_CONSOLIDATION,A,<1,MEDIUM,30+ DPD,15,ServicerB,2025-03-27,2026-02-13,AVAILABLE,MANUAL_UPLOAD
LN-10531,BR-23180,HOME,2019-10-23,2039-10-23,300000,93000,15.22,240,TN,WORKING_CAPITAL,B,7-10,HIGH,CURRENT,0,ServicerB,2025-07-11,2026-07-10,PENDING,MANUAL_UPLOAD
LN-10532,BR-22186,EDUCATION,2018-08-19,2048-08-19,200000,134000,9.28,360,MP,DEBT_CONSOLIDATION,A,10+,HIGH,CURRENT,0,ServicerA,2025-11-26,2026-03-02,AVAILABLE,SERVICING_SYSTEM
LN-10533,BR-20602,AUTO,2021-05-31,2024-05-31,50000,31000,17.74,36,HR,EDUCATION,C,7-10,VERY_HIGH,CURRENT,0,ServicerC,2025-10-29,2026-05-24,AVAILABLE,ORIGINATION_SYSTEM
LN-10534,BR-23152,BUSINESS,2021-07-03,2023-07-03,250000,177500,12.4,24,MP,EDUCATION,A,1-3,HIGH,CURRENT,0,ServicerA,2025-04-01,2026-05-27,MISSING,MANUAL_UPLOAD
LN-10535,BR-22987,AUTO,2024-06-13,2026-06-13,200000,42000,16.36,24,HR,HOME_IMPROVEMENT,C,<1,LOW,60+ DPD,45,ServicerC,2025-09-07,2026-07-15,MISSING,SERVICING_SYSTEM
LN-10536,BR-21332,EDUCATION,2025-03-27,2026-03-27,150000,21000,11.8,12,TN,WORKING_CAPITAL,C,4-6,LOW,CURRENT,0,ServicerA,2025-10-15,2026-08-05,AVAILABLE,MANUAL_UPLOAD
LN-10537,BR-21920,EDUCATION,2023-05-04,2025-05-04,300000,192000,8.38,24,MP,WORKING_CAPITAL,D,10+,MEDIUM,CURRENT,0,ServicerC,2026-04-20,2026-03-25,AVAILABLE,ORIGINATION_SYSTEM
LN-10538,BR-20564,HOME,2022-11-15,2052-11-15,100000,36000,7.49,360,KA,DEBT_CONSOLIDATION,E,<1,HIGH,30+ DPD,30,ServicerB,2025-10-23,2026-02-08,PENDING,ORIGINATION_SYSTEM
LN-10539,BR-23014,AUTO,2020-02-12,2021-02-12,750000,330000,14.18,12,HR,HOME_IMPROVEMENT,C,<1,VERY_HIGH,CURRENT,0,ServicerB,2025-03-22,2026-03-18,AVAILABLE,SERVICING_SYSTEM
LN-10540,BR-22128,EDUCATION,2024-01-15,2026-01-15,500000,445000,5.25,24,KL,DEBT_CONSOLIDATION,C,10+,VERY_HIGH,90+ DPD,90,ServicerA,2025-06-10,2026-02-27,MISSING,SERVICING_SYSTEM
LN-10541,BR-22161,HOME,2018-01-22,2021-01-22,250000,172500,5.51,36,RJ,EDUCATION,C,4-6,VERY_HIGH,90+ DPD,120,ServicerA,2026-08-11,2026-02-09,MISSING,ORIGINATION_SYSTEM
LN-10542,BR-20831,BUSINESS,2021-10-23,2027-10-23,100000,7000,12.14,72,MP,WORKING_CAPITAL,B,4-6,HIGH,30+ DPD,30,ServicerB,2025-03-24,2026-06-17,MISSING,SERVICING_SYSTEM
LN-10543,BR-23560,PERSONAL,2019-09-21,2020-09-21,150000,19500,15.01,12,BR,VEHICLE,A,7-10,VERY_HIGH,CURRENT,0,ServicerA,2025-02-03,2026-06-07,MISSING,ORIGINATION_SYSTEM
LN-10544,BR-22257,EDUCATION,2019-07-04,2049-07-04,200000,86000,6.53,360,DL,EDUCATION,B,<1,VERY_HIGH,60+ DPD,45,ServicerB,2025-12-13,2026-05-16,AVAILABLE,MANUAL_UPLOAD
LN-10545,BR-23683,PERSONAL,2023-03-16,2028-03-16,50000,41000,13.73,60,BR,EDUCATION,B,4-6,MEDIUM,30+ DPD,15,ServicerC,2026-03-11,2026-06-25,MISSING,MANUAL_UPLOAD
LN-10546,BR-20986,AUTO,2020-07-25,2030-07-25,250000,110000,8.6,120,AP,DEBT_CONSOLIDATION,B,7-10,MEDIUM,30+ DPD,15,ServicerC,2025-03-12,2026-04-21,AVAILABLE,SERVICING_SYSTEM
LN-10547,BR-20003,PERSONAL,2022-04-02,2052-04-02,750000,90000,10.37,360,WB,WORKING_CAPITAL,E,4-6,HIGH,90+ DPD,90,ServicerC,2025-11-28,2026-07-20,AVAILABLE,SERVICING_SYSTEM
LN-10548,BR-22639,HOME,2023-08-05,2043-08-05,300000,15000,10.99,240,WB,WORKING_CAPITAL,E,4-6,MEDIUM,CURRENT,0,ServicerC,2025-01-23,2026-02-06,AVAILABLE,MANUAL_UPLOAD
LN-10549,BR-22428,HOME,2025-05-31,2035-05-31,1000000,600000,10.95,120,TN,WORKING_CAPITAL,B,4-6,LOW,60+ DPD,45,ServicerA,2026-06-13,2026-07-25,AVAILABLE,MANUAL_UPLOAD
LN-10550,BR-21903,EDUCATION,2025-04-05,2029-04-05,300000,279000,14.36,48,TS,EDUCATION,B,1-3,MEDIUM,60+ DPD,60,ServicerC,2026-02-03,2026-02-14,PENDING,ORIGINATION_SYSTEM
LN-10551,BR-22524,PERSONAL,2023-09-19,2025-09-19,100000,13000,5.01,24,RJ,WORKING_CAPITAL,C,1-3,LOW,60+ DPD,60,ServicerC,2026-02-28,2026-02-22,PENDING,SERVICING_SYSTEM
LN-10552,BR-22286,BUSINESS,2021-08-10,2024-08-10,500000,230000,9.06,36,TN,WORKING_CAPITAL,A,7-10,VERY_HIGH,CURRENT,0,ServicerC,2025-08-14,2026-07-14,PENDING,MANUAL_UPLOAD
LN-10553,BR-22053,EDUCATION,2025-06-28,2040-06-28,300000,171000,5.18,180,TS,HOME_IMPROVEMENT,A,<1,HIGH,30+ DPD,15,ServicerA,2026-05-12,2026-05-18,AVAILABLE,SERVICING_SYSTEM
LN-10554,BR-20182,BUSINESS,2021-12-05,2036-12-05,150000,58500,11.54,180,AP,VEHICLE,B,7-10,LOW,CURRENT,0,ServicerA,2025-03-31,2026-04-30,MISSING,SERVICING_SYSTEM
LN-10555,BR-20152,AUTO,2018-06-17,2020-06-17,75000,15750,9.58,24,MH,HOME_IMPROVEMENT,D,<1,VERY_HIGH,CURRENT,0,ServicerA,2025-05-20,2026-04-15,PENDING,ORIGINATION_SYSTEM
LN-10556,BR-23969,EDUCATION,2024-05-07,2031-05-07,1000000,790000,13.81,84,TN,WORKING_CAPITAL,C,1-3,MEDIUM,30+ DPD,15,ServicerA,2026-03-10,2026-06-23,PENDING,MANUAL_UPLOAD
LN-10557,BR-21144,HOME,2023-05-26,2027-05-26,50000,23000,6.01,48,PB,EDUCATION,A,7-10,VERY_HIGH,CURRENT,0,ServicerA,2026-06-12,2026-04-28,PENDING,ORIGINATION_SYSTEM
LN-10558,BR-20231,HOME,2023-12-23,2030-12-23,1000000,550000,6.77,84,KA,DEBT_CONSOLIDATION,E,4-6,VERY_HIGH,90+ DPD,90,ServicerC,2025-05-25,2026-08-14,PENDING,ORIGINATION_SYSTEM
LN-10559,BR-23891,PERSONAL,2024-02-26,2039-02-26,500000,230000,9.47,180,BR,HOME_IMPROVEMENT,E,<1,LOW,CURRENT,0,ServicerC,2026-08-13,2026-07-17,MISSING,MANUAL_UPLOAD
LN-10560,BR-21105,BUSINESS,2022-01-02,2037-01-02,250000,17500,17.19,180,RJ,HOME_IMPROVEMENT,A,7-10,MEDIUM,90+ DPD,90,ServicerB,2025-07-13,2026-06-23,PENDING,MANUAL_UPLOAD
LN-10561,BR-21887,HOME,2020-12-16,2022-12-16,250000,77500,13.23,24,HR,DEBT_CONSOLIDATION,E,7-10,MEDIUM,CURRENT,0,ServicerB,2025-04-21,2026-03-11,PENDING,SERVICING_SYSTEM
LN-10562,BR-20874,BUSINESS,2023-01-24,2026-01-24,250000,195000,6.5,36,PB,HOME_IMPROVEMENT,E,7-10,HIGH,60+ DPD,45,ServicerA,2026-04-26,2026-04-27,MISSING,SERVICING_SYSTEM
LN-10563,BR-21653,PERSONAL,2022-12-15,2032-12-15,750000,412500,16.51,120,UP,DEBT_CONSOLIDATION,A,7-10,VERY_HIGH,CURRENT,0,ServicerC,2026-02-26,2026-06-22,AVAILABLE,SERVICING_SYSTEM
LN-10564,BR-21442,AUTO,2022-05-17,2029-05-17,750000,562500,8.93,84,WB,DEBT_CONSOLIDATION,A,<1,LOW,CURRENT,0,ServicerB,2025-08-08,2026-05-26,MISSING,ORIGINATION_SYSTEM
LN-10565,BR-21444,AUTO,2025-03-22,2030-03-22,250000,192500,10.83,60,WB,DEBT_CONSOLIDATION,B,4-6,VERY_HIGH,60+ DPD,60,ServicerC,2025-07-25,2026-05-07,PENDING,SERVICING_SYSTEM
LN-10566,BR-22659,EDUCATION,2022-10-10,2052-10-10,75000,60750,17.8,360,TN,EDUCATION,B,<1,LOW,CURRENT,0,ServicerC,2026-04-27,2026-07-19,MISSING,SERVICING_SYSTEM
LN-10567,BR-20655,BUSINESS,2023-02-21,2053-02-21,50000,14000,14.63,360,TS,EDUCATION,D,<1,LOW,CURRENT,0,ServicerB,2025-03-31,2026-08-02,MISSING,SERVICING_SYSTEM
LN-10568,BR-20616,BUSINESS,2022-12-16,2024-12-16,750000,652500,7.67,24,KA,VEHICLE,D,4-6,HIGH,CURRENT,0,ServicerB,2025-07-01,2026-03-18,PENDING,ORIGINATION_SYSTEM
LN-10569,BR-20126,BUSINESS,2023-07-03,2029-07-03,100000,28000,13.59,72,GJ,EDUCATION,B,4-6,HIGH,60+ DPD,45,ServicerB,2026-01-30,2026-02-16,AVAILABLE,MANUAL_UPLOAD
LN-10570,BR-21321,AUTO,2023-08-07,2030-08-07,150000,9000,12.88,84,DL,WORKING_CAPITAL,B,<1,HIGH,30+ DPD,30,ServicerA,2025-11-13,2026-03-03,PENDING,ORIGINATION_SYSTEM
LN-10571,BR-20391,BUSINESS,2019-04-29,2029-04-29,100000,81000,11.76,120,HR,EDUCATION,D,<1,HIGH,30+ DPD,15,ServicerA,2025-01-10,2026-08-14,PENDING,SERVICING_SYSTEM
LN-10572,BR-22055,EDUCATION,2018-11-06,2019-11-06,200000,164000,10.59,12,TS,WORKING_CAPITAL,C,1-3,LOW,30+ DPD,15,ServicerA,2026-08-05,2026-03-26,AVAILABLE,ORIGINATION_SYSTEM
LN-10573,BR-21854,AUTO,2019-12-28,2026-12-28,200000,126000,14.6,84,HR,DEBT_CONSOLIDATION,D,1-3,LOW,90+ DPD,90,ServicerB,2026-03-01,2026-05-13,MISSING,ORIGINATION_SYSTEM
LN-10574,BR-23662,HOME,2022-05-31,2025-05-31,1000000,450000,13.68,36,KL,DEBT_CONSOLIDATION,D,4-6,VERY_HIGH,CURRENT,0,ServicerB,2026-06-19,2026-03-01,PENDING,MANUAL_UPLOAD
LN-10575,BR-20401,PERSONAL,2019-09-02,2034-09-02,200000,12000,5.54,180,HR,WORKING_CAPITAL,E,7-10,MEDIUM,CURRENT,0,ServicerB,2025-01-14,2026-07-10,MISSING,MANUAL_UPLOAD
LN-10576,BR-23526,EDUCATION,2023-08-07,2025-08-07,75000,28500,16.51,24,HR,WORKING_CAPITAL,E,<1,HIGH,30+ DPD,30,ServicerB,2025-12-29,2026-04-10,AVAILABLE,ORIGINATION_SYSTEM
LN-10577,BR-23628,BUSINESS,2024-06-28,2054-06-28,500000,50000,17.08,360,WB,EDUCATION,E,7-10,HIGH,30+ DPD,15,ServicerA,2026-06-26,2026-08-14,MISSING,MANUAL_UPLOAD
LN-10578,BR-20999,AUTO,2024-06-16,2025-06-16,75000,64500,11.86,12,HR,HOME_IMPROVEMENT,E,7-10,MEDIUM,CURRENT,0,ServicerA,2026-04-25,2026-04-25,PENDING,MANUAL_UPLOAD
LN-10579,BR-21907,AUTO,2021-12-05,2022-12-05,500000,375000,16.6,12,KL,EDUCATION,D,10+,MEDIUM,CURRENT,0,ServicerC,2025-09-18,2026-04-28,AVAILABLE,SERVICING_SYSTEM
LN-10580,BR-21624,HOME,2021-11-26,2022-11-26,50000,16000,14.26,12,RJ,HOME_IMPROVEMENT,D,7-10,HIGH,CURRENT,0,ServicerA,2026-01-28,2026-04-30,AVAILABLE,ORIGINATION_SYSTEM
LN-10581,BR-22356,HOME,2021-04-17,2024-04-17,75000,62250,10,36,HR,HOME_IMPROVEMENT,B,10+,VERY_HIGH,30+ DPD,30,ServicerB,2025-07-14,2026-04-12,PENDING,SERVICING_SYSTEM
LN-10582,BR-21087,BUSINESS,2020-10-11,2025-10-11,500000,50000,5.08,60,GJ,WORKING_CAPITAL,D,7-10,LOW,CURRENT,0,ServicerC,2025-12-25,2026-06-17,AVAILABLE,ORIGINATION_SYSTEM
LN-10583,BR-20176,EDUCATION,2025-02-17,2040-02-17,50000,21500,12.35,180,TS,EDUCATION,D,1-3,VERY_HIGH,CURRENT,0,ServicerC,2026-07-25,2026-04-18,PENDING,MANUAL_UPLOAD
LN-10584,BR-22208,AUTO,2024-07-04,2054-07-04,75000,48000,15.74,360,AP,WORKING_CAPITAL,A,4-6,VERY_HIGH,90+ DPD,120,ServicerB,2026-06-22,2026-06-24,PENDING,SERVICING_SYSTEM
LN-10585,BR-20944,EDUCATION,2024-02-05,2039-02-05,250000,120000,10.02,180,UP,DEBT_CONSOLIDATION,E,<1,MEDIUM,30+ DPD,15,ServicerC,2025-03-21,2026-07-29,MISSING,ORIGINATION_SYSTEM
LN-10586,BR-20732,AUTO,2022-01-28,2029-01-28,300000,162000,10.11,84,HR,WORKING_CAPITAL,A,<1,LOW,90+ DPD,120,ServicerA,2025-07-17,2026-04-10,AVAILABLE,ORIGINATION_SYSTEM
LN-10587,BR-22339,EDUCATION,2021-09-30,2036-09-30,500000,210000,11.8,180,GJ,EDUCATION,E,7-10,VERY_HIGH,CURRENT,0,ServicerC,2025-01-02,2026-06-24,MISSING,SERVICING_SYSTEM
LN-10588,BR-22307,AUTO,2018-02-06,2024-02-06,750000,562500,6.88,72,KA,EDUCATION,A,<1,VERY_HIGH,CURRENT,0,ServicerA,2026-04-19,2026-03-31,PENDING,SERVICING_SYSTEM
LN-10589,BR-23361,HOME,2023-11-11,2038-11-11,1000000,490000,16.76,180,TN,EDUCATION,A,1-3,HIGH,60+ DPD,60,ServicerA,2026-01-24,2026-03-09,MISSING,SERVICING_SYSTEM
LN-10590,BR-22327,HOME,2020-09-18,2050-09-18,750000,652500,8.75,360,MP,EDUCATION,A,<1,MEDIUM,60+ DPD,45,ServicerB,2026-03-09,2026-02-22,MISSING,SERVICING_SYSTEM
LN-10591,BR-20349,EDUCATION,2024-07-07,2044-07-07,200000,148000,17.66,240,GJ,EDUCATION,D,10+,LOW,60+ DPD,45,ServicerC,2025-07-10,2026-07-08,AVAILABLE,ORIGINATION_SYSTEM
LN-10592,BR-22338,PERSONAL,2020-06-03,2026-06-03,1000000,160000,10.21,72,KL,VEHICLE,E,10+,VERY_HIGH,CURRENT,0,ServicerA,2025-02-17,2026-08-12,PENDING,ORIGINATION_SYSTEM
LN-10593,BR-21501,PERSONAL,2020-09-28,2023-09-28,500000,440000,6.05,36,MH,HOME_IMPROVEMENT,C,10+,LOW,30+ DPD,15,ServicerA,2025-03-18,2026-08-05,AVAILABLE,SERVICING_SYSTEM
LN-10594,BR-22982,PERSONAL,2021-08-04,2022-08-04,500000,300000,12.27,12,KA,VEHICLE,A,1-3,LOW,90+ DPD,120,ServicerC,2025-08-31,2026-03-01,MISSING,SERVICING_SYSTEM
LN-10595,BR-21582,BUSINESS,2020-01-04,2050-01-04,500000,210000,11.73,360,BR,EDUCATION,A,10+,HIGH,30+ DPD,30,ServicerA,2026-07-26,2026-06-03,MISSING,MANUAL_UPLOAD
LN-10596,BR-20883,PERSONAL,2022-11-15,2027-11-15,75000,33000,16.98,60,KA,HOME_IMPROVEMENT,D,10+,VERY_HIGH,CURRENT,0,ServicerB,2025-05-13,2026-05-28,MISSING,MANUAL_UPLOAD
LN-10597,BR-23613,AUTO,2020-03-28,2024-03-28,200000,128000,5.56,48,KL,WORKING_CAPITAL,D,7-10,MEDIUM,30+ DPD,15,ServicerA,2026-02-22,2026-05-28,PENDING,ORIGINATION_SYSTEM
LN-10598,BR-22918,AUTO,2020-01-28,2035-01-28,100000,85000,13.15,180,KA,DEBT_CONSOLIDATION,A,1-3,VERY_HIGH,30+ DPD,15,ServicerA,2025-06-23,2026-07-01,AVAILABLE,SERVICING_SYSTEM
LN-10599,BR-20476,PERSONAL,2019-07-21,2024-07-21,200000,14000,16.26,60,MH,HOME_IMPROVEMENT,E,10+,HIGH,CURRENT,0,ServicerA,2026-04-17,2026-06-14,AVAILABLE,SERVICING_SYSTEM
LN-10600,BR-22306,AUTO,2020-08-30,2024-08-30,75000,57750,16.95,48,HR,DEBT_CONSOLIDATION,D,<1,VERY_HIGH,CURRENT,90,ServicerC,2026-06-29,2026-07-02,AVAILABLE,SERVICING_SYSTEM
