loan_id,application_document,income_document,identity_document,document_status
LN-11549,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11550,MISSING,MISSING,MISSING,MISSING
LN-11551,MISSING,AVAILABLE,MISSING,PENDING
LN-11552,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11553,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11554,MISSING,MISSING,MISSING,MISSING
LN-11555,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11556,MISSING,AVAILABLE,MISSING,MISSING
LN-11557,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11558,MISSING,AVAILABLE,MISSING,PENDING
LN-11559,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11560,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11561,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11562,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11563,MISSING,AVAILABLE,MISSING,PENDING
LN-11564,MISSING,MISSING,MISSING,PENDING
LN-11565,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11566,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11567,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11568,AVAILABLE,MISSING,MISSING,MISSING
LN-11569,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11570,MISSING,AVAILABLE,MISSING,PENDING
LN-11571,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11572,AVAILABLE,MISSING,MISSING,PENDING
LN-11573,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11574,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11575,AVAILABLE,MISSING,MISSING,MISSING
LN-11576,MISSING,AVAILABLE,MISSING,PENDING
LN-11577,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11578,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11579,AVAILABLE,MISSING,MISSING,MISSING
LN-11580,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11581,AVAILABLE,MISSING,MISSING,PENDING
LN-11582,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11583,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11584,MISSING,AVAILABLE,MISSING,PENDING
LN-11585,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11586,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11587,MISSING,AVAILABLE,MISSING,PENDING
LN-11588,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11589,MISSING,AVAILABLE,MISSING,MISSING
LN-11590,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11591,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11592,MISSING,MISSING,MISSING,PENDING
LN-11593,MISSING,MISSING,MISSING,MISSING
LN-11594,MISSING,MISSING,AVAILABLE,PENDING
LN-11595,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11596,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11597,MISSING,AVAILABLE,MISSING,MISSING
LN-11598,AVAILABLE,MISSING,MISSING,MISSING
LN-11599,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11600,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11601,AVAILABLE,MISSING,MISSING,PENDING
LN-11602,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11603,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11604,MISSING,MISSING,AVAILABLE,MISSING
LN-11605,MISSING,AVAILABLE,MISSING,PENDING
LN-11606,MISSING,AVAILABLE,MISSING,MISSING
LN-11607,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11608,MISSING,AVAILABLE,MISSING,PENDING
LN-11609,AVAILABLE,MISSING,MISSING,MISSING
LN-11610,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11611,MISSING,MISSING,AVAILABLE,PENDING
LN-11612,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11613,MISSING,AVAILABLE,MISSING,PENDING
LN-11614,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11615,MISSING,MISSING,AVAILABLE,PENDING
LN-11616,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11617,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11618,AVAILABLE,MISSING,MISSING,MISSING
LN-11619,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11620,MISSING,MISSING,MISSING,PENDING
LN-11621,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11622,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11623,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11624,MISSING,MISSING,MISSING,AVAILABLE
LN-11625,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11626,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11627,MISSING,MISSING,AVAILABLE,MISSING
LN-11628,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11629,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11630,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11631,MISSING,AVAILABLE,MISSING,MISSING
LN-11632,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11633,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11634,MISSING,MISSING,AVAILABLE,MISSING
LN-11635,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11636,MISSING,MISSING,AVAILABLE,PENDING
LN-11637,MISSING,MISSING,MISSING,PENDING
LN-11638,MISSING,MISSING,AVAILABLE,PENDING
LN-11639,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11640,MISSING,MISSING,MISSING,MISSING
LN-11641,MISSING,MISSING,MISSING,AVAILABLE
LN-11642,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11643,AVAILABLE,MISSING,MISSING,MISSING
LN-11644,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11645,MISSING,MISSING,MISSING,MISSING
LN-11646,MISSING,MISSING,AVAILABLE,MISSING
LN-11647,MISSING,AVAILABLE,MISSING,PENDING
LN-11648,MISSING,MISSING,MISSING,MISSING
LN-11649,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11650,MISSING,AVAILABLE,MISSING,PENDING
LN-11651,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11652,AVAILABLE,MISSING,MISSING,MISSING
LN-11653,MISSING,MISSING,MISSING,MISSING
LN-11654,MISSING,AVAILABLE,MISSING,PENDING
LN-11655,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11656,MISSING,AVAILABLE,MISSING,MISSING
LN-11657,MISSING,MISSING,AVAILABLE,MISSING
LN-11658,MISSING,MISSING,AVAILABLE,PENDING
LN-11659,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11660,MISSING,MISSING,AVAILABLE,PENDING
LN-11661,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11662,MISSING,MISSING,MISSING,AVAILABLE
LN-11663,MISSING,MISSING,AVAILABLE,MISSING
LN-11664,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11665,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11666,AVAILABLE,MISSING,MISSING,PENDING
LN-11667,AVAILABLE,MISSING,MISSING,PENDING
LN-11668,AVAILABLE,MISSING,MISSING,MISSING
LN-11669,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11670,MISSING,MISSING,MISSING,AVAILABLE
LN-11671,MISSING,MISSING,MISSING,MISSING
LN-11672,MISSING,MISSING,AVAILABLE,MISSING
LN-11673,MISSING,MISSING,MISSING,MISSING
LN-11674,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11675,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11676,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11677,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11678,AVAILABLE,MISSING,MISSING,MISSING
LN-11679,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11680,MISSING,MISSING,AVAILABLE,MISSING
LN-11681,MISSING,MISSING,AVAILABLE,MISSING
LN-11682,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11683,AVAILABLE,MISSING,MISSING,PENDING
LN-11684,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11685,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11686,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11687,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11688,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11689,AVAILABLE,MISSING,MISSING,MISSING
LN-11690,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11691,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11692,MISSING,MISSING,AVAILABLE,PENDING
LN-11693,MISSING,AVAILABLE,MISSING,MISSING
LN-11694,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11695,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11696,MISSING,MISSING,MISSING,AVAILABLE
LN-11697,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11698,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11699,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11700,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11701,AVAILABLE,MISSING,MISSING,PENDING
LN-11702,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11703,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11704,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11705,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11706,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11707,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11708,MISSING,AVAILABLE,MISSING,PENDING
LN-11709,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11710,AVAILABLE,MISSING,MISSING,PENDING
LN-11711,MISSING,AVAILABLE,MISSING,MISSING
LN-11712,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11713,AVAILABLE,MISSING,MISSING,MISSING
LN-11714,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11715,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11716,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11717,MISSING,AVAILABLE,MISSING,MISSING
LN-11718,MISSING,AVAILABLE,MISSING,MISSING
LN-11719,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11720,AVAILABLE,MISSING,MISSING,PENDING
LN-11721,MISSING,MISSING,MISSING,MISSING
LN-11722,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11723,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11724,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11725,AVAILABLE,MISSING,MISSING,PENDING
LN-11726,MISSING,MISSING,MISSING,AVAILABLE
LN-11727,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11728,MISSING,MISSING,AVAILABLE,PENDING
LN-11729,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11730,AVAILABLE,MISSING,MISSING,MISSING
LN-11731,MISSING,MISSING,MISSING,MISSING
LN-11732,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11733,MISSING,AVAILABLE,MISSING,MISSING
LN-11734,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11735,AVAILABLE,MISSING,MISSING,PENDING
LN-11736,MISSING,MISSING,MISSING,PENDING
LN-11737,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11738,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11739,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11740,MISSING,AVAILABLE,MISSING,MISSING
LN-11741,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11742,MISSING,MISSING,MISSING,MISSING
LN-11743,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11744,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11745,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11746,MISSING,AVAILABLE,MISSING,MISSING
LN-11747,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11748,AVAILABLE,MISSING,MISSING,PENDING
LN-11749,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11750,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11751,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11752,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11753,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11754,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11755,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11756,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11757,MISSING,MISSING,AVAILABLE,MISSING
LN-11758,MISSING,MISSING,AVAILABLE,MISSING
LN-11759,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11760,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11761,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11762,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11763,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11764,MISSING,MISSING,MISSING,PENDING
LN-11765,AVAILABLE,MISSING,MISSING,MISSING
LN-11766,MISSING,AVAILABLE,MISSING,MISSING
LN-11767,MISSING,MISSING,MISSING,PENDING
LN-11768,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11769,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11770,MISSING,MISSING,AVAILABLE,MISSING
LN-11771,MISSING,AVAILABLE,MISSING,PENDING
LN-11772,MISSING,MISSING,AVAILABLE,PENDING
LN-11773,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11774,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11775,MISSING,AVAILABLE,MISSING,PENDING
LN-11776,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11777,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11778,MISSING,MISSING,MISSING,AVAILABLE
LN-11779,MISSING,MISSING,MISSING,PENDING
LN-11780,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11781,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11782,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11783,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11784,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11785,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11786,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11787,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11788,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11789,MISSING,MISSING,AVAILABLE,PENDING
LN-11790,MISSING,MISSING,MISSING,MISSING
LN-11791,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11792,MISSING,MISSING,AVAILABLE,PENDING
LN-11793,MISSING,MISSING,MISSING,MISSING
LN-11794,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11795,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11796,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11797,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11798,AVAILABLE,MISSING,MISSING,PENDING
LN-11799,MISSING,MISSING,AVAILABLE,PENDING
LN-11800,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11801,MISSING,MISSING,MISSING,AVAILABLE
LN-11802,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11803,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11804,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11805,MISSING,MISSING,MISSING,MISSING
LN-11806,MISSING,AVAILABLE,MISSING,MISSING
LN-11807,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11808,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11809,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11810,MISSING,MISSING,MISSING,MISSING
LN-11811,MISSING,AVAILABLE,MISSING,PENDING
LN-11812,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11813,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11814,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11815,MISSING,AVAILABLE,MISSING,MISSING
LN-11816,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11817,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11818,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11819,MISSING,MISSING,MISSING,AVAILABLE
LN-11820,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11821,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11822,AVAILABLE,MISSING,MISSING,MISSING
LN-11823,MISSING,MISSING,MISSING,AVAILABLE
LN-11824,MISSING,AVAILABLE,MISSING,PENDING
LN-11825,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11826,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11827,MISSING,MISSING,MISSING,AVAILABLE
LN-11828,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11829,AVAILABLE,MISSING,MISSING,MISSING
LN-11830,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11831,MISSING,AVAILABLE,MISSING,PENDING
LN-11832,MISSING,MISSING,MISSING,MISSING
LN-11833,AVAILABLE,MISSING,MISSING,MISSING
LN-11834,AVAILABLE,MISSING,MISSING,PENDING
LN-11835,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11836,MISSING,MISSING,MISSING,MISSING
LN-11837,MISSING,AVAILABLE,MISSING,MISSING
LN-11838,AVAILABLE,MISSING,MISSING,PENDING
LN-11839,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11840,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11841,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11842,AVAILABLE,MISSING,MISSING,MISSING
LN-11843,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11844,AVAILABLE,MISSING,MISSING,PENDING
LN-11845,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11846,MISSING,MISSING,MISSING,PENDING
LN-11847,AVAILABLE,MISSING,MISSING,PENDING
LN-11848,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11849,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11850,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11851,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11852,AVAILABLE,MISSING,MISSING,MISSING
LN-11853,MISSING,MISSING,AVAILABLE,MISSING
LN-11854,MISSING,MISSING,MISSING,PENDING
LN-11855,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11856,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11857,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11858,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11859,MISSING,MISSING,AVAILABLE,MISSING
LN-11860,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11861,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11862,MISSING,AVAILABLE,MISSING,PENDING
LN-11863,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11864,AVAILABLE,MISSING,MISSING,MISSING
LN-11865,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11866,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11867,MISSING,AVAILABLE,MISSING,MISSING
LN-11868,AVAILABLE,MISSING,MISSING,MISSING
LN-11869,MISSING,AVAILABLE,MISSING,MISSING
LN-11870,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11871,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11872,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11873,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11874,AVAILABLE,MISSING,MISSING,MISSING
LN-11875,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11876,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11877,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11878,AVAILABLE,MISSING,MISSING,PENDING
LN-11879,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11880,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11881,MISSING,MISSING,AVAILABLE,PENDING
LN-11882,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11883,MISSING,MISSING,MISSING,AVAILABLE
LN-11884,MISSING,AVAILABLE,MISSING,MISSING
LN-11885,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11886,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11887,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11888,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11889,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11890,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11891,MISSING,AVAILABLE,MISSING,MISSING
LN-11892,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11893,AVAILABLE,MISSING,MISSING,PENDING
LN-11894,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11895,MISSING,MISSING,MISSING,AVAILABLE
LN-11896,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11897,MISSING,MISSING,AVAILABLE,PENDING
LN-11898,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11899,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11900,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11901,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11902,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11903,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11904,MISSING,MISSING,AVAILABLE,PENDING
LN-11905,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11906,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-11907,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11908,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11909,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11910,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11911,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11912,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11913,MISSING,MISSING,MISSING,AVAILABLE
LN-11914,MISSING,AVAILABLE,MISSING,MISSING
LN-11915,MISSING,AVAILABLE,MISSING,MISSING
LN-11916,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11917,MISSING,MISSING,MISSING,MISSING
LN-11918,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11919,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11920,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11921,MISSING,MISSING,AVAILABLE,MISSING
LN-11922,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11923,MISSING,MISSING,AVAILABLE,MISSING
LN-11924,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11925,AVAILABLE,MISSING,MISSING,MISSING
LN-11926,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11927,MISSING,AVAILABLE,MISSING,PENDING
LN-11928,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11929,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11930,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11931,MISSING,MISSING,MISSING,MISSING
LN-11932,MISSING,MISSING,MISSING,MISSING
LN-11933,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11934,MISSING,AVAILABLE,MISSING,MISSING
LN-11935,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11936,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11937,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11938,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11939,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11940,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-11941,MISSING,MISSING,MISSING,MISSING
LN-11942,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-11943,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-11944,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11945,MISSING,AVAILABLE,MISSING,MISSING
LN-11946,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11947,AVAILABLE,MISSING,MISSING,MISSING
LN-11948,MISSING,AVAILABLE,MISSING,MISSING
LN-11949,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11950,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11951,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11952,AVAILABLE,MISSING,MISSING,MISSING
LN-11953,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11954,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-11955,MISSING,MISSING,MISSING,AVAILABLE
LN-11956,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11957,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11958,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11959,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11960,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11961,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11962,MISSING,MISSING,AVAILABLE,MISSING
LN-11963,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11964,MISSING,MISSING,AVAILABLE,PENDING
LN-11965,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-11966,MISSING,MISSING,MISSING,MISSING
LN-11967,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11968,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11969,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-11970,MISSING,AVAILABLE,MISSING,MISSING
LN-11971,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-11972,AVAILABLE,MISSING,MISSING,MISSING
LN-11973,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11974,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-11975,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11976,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11977,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11978,MISSING,AVAILABLE,MISSING,MISSING
LN-11979,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11980,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11981,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11982,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-11983,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-11984,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-11985,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11986,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-11987,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-11988,MISSING,MISSING,AVAILABLE,MISSING
LN-11989,MISSING,AVAILABLE,MISSING,PENDING
LN-11990,MISSING,MISSING,MISSING,PENDING
LN-11991,MISSING,AVAILABLE,MISSING,PENDING
LN-11992,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-11993,MISSING,MISSING,AVAILABLE,PENDING
